emp_id,first_name,last_name,department,join_date,monthly_salary,birth_date
QU046,Tom,Gibson,Quality Assurance & Control,2012-01-14,8200,1977-12-19
QU048,Cara,Morris,Quality Assurance & Control,2012-01-19,8100,1978-11-18
QU053,Kathy,Cooper,Quality Assurance & Control,2012-01-19,8000,1979-09-07
QU055,Rosa,Morris,Quality Assurance & Control,2012-01-19,8100,1978-12-02
QU062,Javier,Washington,Quality Assurance & Control,2012-01-28,8100,1979-01-16
QU112,Albert,Rodriguez,Quality Assurance & Control,2014-09-15,8000,1979-10-21
QU113,Nelson,Rodriguez,Quality Assurance & Control,2014-09-15,8000,1979-11-05
QU118,Christine,Sanders,Quality Assurance & Control,2015-09-08,8200,1978-01-02
QU123,Kimberly,Coleman,Quality Assurance & Control,2015-09-08,8400,1976-07-23
QU125,Shaun,Sanders,Quality Assurance & Control,2015-09-08,8200,1978-02-15
QU131,Jesus,Owens,Quality Assurance & Control,2015-09-17,8200,1978-03-29
QU140,Heidi,Parker,Quality Assurance & Control,2015-09-22,8000,1979-12-19
QU150,Derek,Sullivan,Quality Assurance & Control,2016-03-05,8000,1980-01-02
QU155,Lester,Fisher,Quality Assurance & Control,2016-03-05,8200,1978-04-12
QU157,Terry,Sullivan,Quality Assurance & Control,2016-03-05,8000,1980-02-15
QU159,Bradley,Mitchell,Quality Assurance & Control,2016-03-11,8400,1976-08-06
QU164,Justine,Edwards,Quality Assurance & Control,2016-03-11,8100,1979-02-01
QU166,Regina,Mitchell,Quality Assurance & Control,2016-03-11,8400,1976-09-20
QU174,Jamar,Ross,Quality Assurance & Control,2016-03-19,8400,1976-10-04
QU184,Gage,West,Quality Assurance & Control,2016-03-28,8300,1977-04-28
QU197,Jenna,Hayes,Quality Assurance & Control,2017-11-05,8000,1980-03-29
QU206,Gwendolyn,Jennings,Quality Assurance & Control,2017-11-14,8100,1979-03-14
QU216,Elaine,Peterson,Quality Assurance & Control,2017-11-22,8400,1976-11-18
QU221,Lucia,Nelson,Quality Assurance & Control,2017-11-22,8400,1976-12-02
QU223,Ursula,Atkins,Quality Assurance & Control,2017-11-22,8400,1977-01-16
QU315,Ava,Allen,Quality Assurance & Control,2020-05-02,8300,1977-05-12
QU316,Piper,Allen,Quality Assurance & Control,2020-05-02,8300,1977-06-26
QU321,Joyce,Stone,Quality Assurance & Control,2020-05-03,8400,1977-02-01
QU331,Isaiah,Ramirez,Quality Assurance & Control,2020-05-11,8300,1977-07-10
QU339,Fiona,Griffin,Quality Assurance & Control,2020-05-19,8200,1978-05-26
QU346,Wilbur,Torres,Quality Assurance & Control,2020-05-19,8200,1978-06-09
QU348,Danielle,Bryant,Quality Assurance & Control,2020-05-25,8100,1979-04-28
QU353,Lawrence,Ford,Quality Assurance & Control,2020-05-25,8000,1980-04-12
QU355,Suzanne,Bryant,Quality Assurance & Control,2020-05-25,8100,1979-05-12
QU406,Hope,Murphy,Quality Assurance & Control,2022-07-03,8200,1978-07-23
QU415,Eugene,Hughes,Quality Assurance & Control,2022-07-08,8000,1980-05-26
QU422,Walker,Reed,Quality Assurance & Control,2022-07-08,8000,1980-06-09
QU425,Constance,Powell,Quality Assurance & Control,2022-07-17,8300,1977-08-24
QU430,Kyle,Simmons,Quality Assurance & Control,2022-07-17,8100,1979-06-26
QU432,Spencer,Powell,Quality Assurance & Control,2022-07-17,8300,1977-09-07
QU434,Angela,Garcia,Quality Assurance & Control,2022-07-24,8200,1978-08-06
QU435,Patricia,Garcia,Quality Assurance & Control,2022-07-24,8200,1978-09-20
QU440,Jon,Brewer,Quality Assurance & Control,2022-07-25,8300,1977-10-21
RE071,Daphne,Alexander,Research & Development,2013-06-01,11100,1953-09-07
RE076,Leah,Hamilton,Research & Development,2013-06-01,11500,1950-04-12
RE078,Sylvia,Alexander,Research & Development,2013-06-01,11100,1953-10-21
RE080,Bailey,Sanchez,Research & Development,2013-06-09,11300,1952-01-02
RE081,Quentin,Sanchez,Research & Development,2013-06-09,11300,1952-02-15
RE086,Juan,Phillips,Research & Development,2013-06-10,11400,1951-04-28
RE096,Ivan,James,Research & Development,2013-06-18,11300,1952-03-29
RE104,Forrest,Diaz,Research & Development,2013-06-26,11200,1952-10-04
RE232,Jonah,Case,Research & Development,2018-08-01,11300,1952-04-12
RE240,Howard,Rivera,Research & Development,2018-08-10,11200,1952-11-18
RE249,Eva,Flores,Research & Development,2018-08-15,11500,1950-05-26
RE256,Wallace,Cook,Research & Development,2018-08-15,11500,1950-06-09
RE259,Corey,Long,Research & Development,2018-08-24,11300,1952-05-26
RE264,Kylie,Foster,Research & Development,2018-08-24,11300,1952-06-09
RE265,Stacy,Long,Research & Development,2018-08-24,11300,1952-07-23
RE267,Anna,Perez,Research & Development,2018-08-31,11200,1952-12-02
RE268,Patrick,Perez,Research & Development,2018-08-31,11200,1953-01-16
RE273,Jay,Butler,Research & Development,2019-02-04,11100,1953-11-05
RE283,Glen,Payne,Research & Development,2019-02-12,11400,1951-05-12
RE293,Douglas,Mcdonald,Research & Development,2019-02-21,11200,1953-02-01
RE298,Logan,Palmer,Research & Development,2019-02-21,11300,1952-08-06
RE300,Toni,Mcdonald,Research & Development,2019-02-21,11200,1953-03-14
RE301,Carl,Bailey,Research & Development,2019-02-26,11100,1953-12-19
RE306,Katie,Richardson,Research & Development,2019-02-26,11500,1950-07-23
RE308,Rosalie,Bailey,Research & Development,2019-02-26,11100,1954-01-02
RE360,Emily,Barnes,Research & Development,2021-10-07,11100,1954-02-15
RE367,Victor,Turner,Research & Development,2021-10-07,11100,1954-03-29
RE370,Christopher,Price,Research & Development,2021-10-15,11200,1953-04-28
RE375,Kirk,Jenkins,Research & Development,2021-10-15,11400,1951-06-26
RE377,Sheila,Price,Research & Development,2021-10-15,11200,1953-05-12
RE379,Alex,Martinez,Research & Development,2021-10-22,11500,1950-08-06
RE380,Norma,Martinez,Research & Development,2021-10-22,11500,1950-09-20
RE385,Jill,Reynolds,Research & Development,2021-10-24,11200,1953-06-26
RE394,Hector,Evans,Research & Development,2021-10-29,11500,1950-10-04
RE449,Garrett,Jordan,Research & Development,2023-04-04,11300,1952-09-20
RE457,Destiny,Woods,Research & Development,2023-04-12,11500,1950-11-18
RE462,Leticia,Ellis,Research & Development,2023-04-12,11200,1953-07-10
RE464,Tess,Woods,Research & Development,2023-04-12,11500,1950-12-02
RE466,Brandon,Roberts,Research & Development,2023-04-18,11400,1951-07-10
RE471,Kai,Collins,Research & Development,2023-04-18,11100,1954-04-12
RE473,Renee,Roberts,Research & Development,2023-04-18,11400,1951-08-24
RE481,James,Henderson,Research & Development,2023-04-26,11400,1951-09-07
RE491,Cecilia,Ward,Research & Development,2024-12-07,11500,1951-01-16
RE496,Ken,Brooks,Research & Development,2024-12-07,11200,1953-08-24
RE498,Sandra,Ward,Research & Development,2024-12-07,11500,1951-02-01
RE505,Jennifer,Myers,Research & Development,2024-12-12,11500,1951-03-14
RE514,Hailey,Pollard,Research & Development,2024-12-21,11100,1954-05-26
RE524,Eleanor,Gray,Research & Development,2024-12-29,11400,1951-10-21
RE529,Lucille,Carter,Research & Development,2024-12-29,11400,1951-11-05
RE531,Ulysses,Meyers,Research & Development,2024-12-29,11400,1951-12-19
SA070,Brian,Phillips,Sales & Marketing,2013-06-01,10100,1961-05-12
SA075,Karen,Morris,Sales & Marketing,2013-06-01,10200,1960-01-02
SA077,Richard,Phillips,Sales & Marketing,2013-06-01,10100,1961-06-26
SA085,Jana,Jenkins,Sales & Marketing,2013-06-10,10200,1960-02-15
SA095,Genevieve,Reynolds,Sales & Marketing,2013-06-18,10100,1961-07-10
SA103,Diana,West,Sales & Marketing,2013-06-26,10000,1962-04-12
SA108,Liam,Gibson,Sales & Marketing,2013-06-26,10300,1959-01-16
SA110,Theresa,West,Sales & Marketing,2013-06-26,10000,1962-05-26
SA231,Jack,Brooks,Sales & Marketing,2018-08-01,10100,1961-08-24
SA239,Francis,Myers,Sales & Marketing,2018-08-10,10300,1959-02-01
SA246,William,Ramirez,Sales & Marketing,2018-08-10,10300,1959-03-14
SA248,David,Griffin,Sales & Marketing,2018-08-15,10200,1960-03-29
SA253,Leia,Sullivan,Sales & Marketing,2018-08-15,10000,1962-06-09
SA255,Tamara,Griffin,Sales & Marketing,2018-08-15,10200,1960-04-12
SA257,Beatrice,King,Sales & Marketing,2018-08-23,10300,1959-04-28
SA258,Raymond,King,Sales & Marketing,2018-08-23,10300,1959-05-12
SA263,Judy,Carter,Sales & Marketing,2018-08-24,10200,1960-05-26
SA272,Harley,Phillips,Sales & Marketing,2019-02-04,10200,1960-06-09
SA282,Elijah,James,Sales & Marketing,2019-02-12,10100,1961-09-07
SA287,Luke,Roberts,Sales & Marketing,2019-02-12,10200,1960-07-23
SA289,Uriah,Jennings,Sales & Marketing,2019-02-12,10100,1961-10-21
SA292,Charles,Peterson,Sales & Marketing,2019-02-21,10000,1962-07-23
SA297,Kendrick,Sanders,Sales & Marketing,2019-02-21,10300,1959-06-26
SA299,Sarah,Peterson,Sales & Marketing,2019-02-21,10000,1962-08-06
SA305,Jeremiah,Hamilton,Sales & Marketing,2019-02-26,10000,1962-09-20
SA359,Craig,Hughes,Sales & Marketing,2021-10-07,10100,1961-11-05
SA364,Lamar,Bryant,Sales & Marketing,2021-10-07,10200,1960-08-06
SA366,Stephanie,Hughes,Sales & Marketing,2021-10-07,10100,1961-12-19
SA368,April,Lee,Sales & Marketing,2021-10-14,10200,1960-09-20
SA369,Paula,Lee,Sales & Marketing,2021-10-14,10200,1960-10-04
SA374,Jordyn,Palmer,Sales & Marketing,2021-10-15,10100,1962-01-02
SA384,Ian,Richardson,Sales & Marketing,2021-10-24,10300,1959-07-10
SA393,Evelyn,Butler,Sales & Marketing,2021-10-29,10000,1962-10-04
SA400,Wanda,Murphy,Sales & Marketing,2021-10-29,10000,1962-11-18
SA401,Aaron,Johnson,Sales & Marketing,2022-02-22,9200,1970-03-29
SA402,Noah,Johnson,Sales & Marketing,2022-02-22,9200,1970-04-12
SA448,Dylan,Marshall,Sales & Marketing,2023-04-04,10300,1959-08-24
SA453,Lorena,Atkins,Sales & Marketing,2023-04-04,10100,1962-02-15
SA455,Tracey,Marshall,Sales & Marketing,2023-04-04,10300,1959-09-07
SA456,Carlos,Cook,Sales & Marketing,2023-04-12,10200,1960-11-18
SA461,Kayla,Howard,Sales & Marketing,2023-04-12,10000,1962-12-02
SA463,Ross,Cook,Sales & Marketing,2023-04-12,10200,1960-12-02
SA470,Jayla,Foster,Sales & Marketing,2023-04-18,10200,1961-01-16
SA480,Gloria,Case,Sales & Marketing,2023-04-26,10200,1961-02-01
SA489,Alexis,Thomas,Sales & Marketing,2024-12-06,10000,1963-01-16
SA490,Olivia,Thomas,Sales & Marketing,2024-12-06,10000,1963-02-01
SA495,Jim,Ellis,Sales & Marketing,2024-12-07,10300,1959-10-21
SA504,Henry,Collins,Sales & Marketing,2024-12-12,10000,1963-03-14
SA513,Emmanuel,Henderson,Sales & Marketing,2024-12-21,10200,1961-03-14
SA520,Vincent,Parker,Sales & Marketing,2024-12-21,10200,1961-04-28
SA523,Clara,Wood,Sales & Marketing,2024-12-29,10300,1959-11-05
SA528,Krista,Powell,Sales & Marketing,2024-12-29,10100,1962-03-29
SA530,Sherri,Wood,Sales & Marketing,2024-12-29,10300,1959-12-19
